Time,Symbol,Side,Price,Size
2026-07-11 14:59:38,ANIMEUSDT,BUY,0.00283,10.0
2026-07-11 14:59:38,BERAUSDT,BUY,0.202,10.0
2026-07-11 14:59:38,1000CHEEMSUSDT,BUY,0.000481,10.0
2026-07-11 14:59:38,TSTUSDT,BUY,0.01047,10.0
2026-07-11 14:59:38,LAYERUSDT,BUY,0.0677,10.0
2026-07-11 14:59:38,HEIUSDT,BUY,0.1049,10.0
2026-07-11 14:59:38,KAITOUSDT,BUY,0.6672,10.0
2026-07-11 14:59:38,SHELLUSDT,BUY,0.0221,10.0
2026-07-11 14:59:38,REDUSDT,BUY,0.1109,10.0
2026-07-11 14:59:38,GPSUSDT,BUY,0.01015,10.0
2026-07-11 14:59:38,EPICUSDT,BUY,0.395,10.0
2026-07-11 14:59:38,BMTUSDT,BUY,0.01237,10.0
2026-07-11 14:59:38,FORMUSDT,BUY,0.208,10.0
2026-07-11 14:59:38,XUSDUSDT,BUY,1.0009,10.0
2026-07-11 14:59:38,NILUSDT,BUY,0.03519,10.0
2026-07-11 14:59:38,PARTIUSDT,BUY,0.0328,10.0
2026-07-11 14:59:38,MUBARAKUSDT,BUY,0.01277,10.0
2026-07-11 14:59:38,TUTUSDT,BUY,0.01326,10.0
2026-07-11 14:59:38,BROCCOLI714USDT,BUY,0.01344,10.0
2026-07-11 14:59:38,BANANAS31USDT,BUY,0.007931,10.0
2026-07-11 14:59:38,GUNUSDT,BUY,0.00407,10.0
2026-07-11 14:59:38,BABYUSDT,BUY,0.01332,10.0
2026-07-11 14:59:38,ONDOUSDT,BUY,0.3353,10.0
2026-07-11 14:59:38,BIGTIMEUSDT,BUY,0.00732,10.0
2026-07-11 14:59:38,VIRTUALUSDT,BUY,0.6187,10.0
2026-07-11 14:59:38,KERNELUSDT,BUY,0.0411,10.0
2026-07-11 14:59:38,WCTUSDT,BUY,0.0451,10.0
2026-07-11 14:59:38,HYPERUSDT,BUY,0.0712,10.0
2026-07-11 14:59:38,INITUSDT,BUY,0.0575,10.0
2026-07-11 14:59:38,SIGNUSDT,BUY,0.00899,10.0
2026-07-11 14:59:38,STOUSDT,BUY,0.045,10.0
2026-07-11 14:59:38,SYRUPUSDT,BUY,0.1931,10.0
2026-07-11 14:59:38,KMNOUSDT,BUY,0.01899,10.0
2026-07-11 14:59:38,SXTUSDT,BUY,0.00735,10.0
2026-07-11 14:59:38,NXPCUSDT,BUY,0.2657,10.0
2026-07-11 14:59:38,AWEUSDT,BUY,0.0669,10.0
2026-07-11 14:59:38,HAEDALUSDT,BUY,0.01692,10.0
2026-07-11 14:59:38,USD1USDT,BUY,1.00001,10.0
2026-07-11 14:59:38,HUMAUSDT,BUY,0.02259,10.0
2026-07-11 14:59:38,AUSDT,BUY,0.076,10.0
2026-07-11 14:59:38,SOPHUSDT,BUY,0.00495,10.0
2026-07-11 14:59:38,RESOLVUSDT,BUY,0.0195,10.0
2026-07-11 14:59:38,HOMEUSDT,BUY,0.01542,10.0
2026-07-11 14:59:38,SPKUSDT,BUY,0.017489,10.0
2026-07-11 14:59:38,NEWTUSDT,BUY,0.0488,10.0
2026-07-11 14:59:38,SAHARAUSDT,BUY,0.01042,10.0
2026-07-11 14:59:38,LAUSDT,BUY,0.0604,10.0
2026-07-11 14:59:38,ERAUSDT,BUY,0.0824,10.0
2026-07-11 14:59:38,CUSDT,BUY,0.0689,10.0
2026-07-11 14:59:38,TREEUSDT,BUY,0.0437,10.0
2026-07-11 14:59:38,TOWNSUSDT,BUY,0.00199,10.0
2026-07-11 14:59:38,PROVEUSDT,BUY,0.2027,10.0
2026-07-11 14:59:38,BFUSDUSDT,BUY,0.9994,10.0
2026-07-11 14:59:38,PLUMEUSDT,BUY,0.01044,10.0
2026-07-11 14:59:38,DOLOUSDT,BUY,0.02291,10.0
2026-07-11 14:59:38,MITOUSDT,BUY,0.02197,10.0
2026-07-11 14:59:38,WLFIUSDT,BUY,0.0583,10.0
2026-07-11 14:59:38,SOMIUSDT,BUY,0.1052,10.0
2026-07-11 14:59:38,OPENUSDT,BUY,0.153,10.0
2026-07-11 14:59:38,USDEUSDT,BUY,1.0005,10.0
2026-07-11 14:59:38,LINEAUSDT,BUY,0.002472,10.0
2026-07-11 14:59:38,HOLOUSDT,BUY,0.0733,10.0
2026-07-11 14:59:38,PUMPUSDT,BUY,0.001453,10.0
2026-07-11 14:59:38,AVNTUSDT,BUY,0.0987,10.0
2026-07-11 14:59:38,ZKCUSDT,BUY,0.0451,10.0
2026-07-11 14:59:38,SKYUSDT,BUY,0.06024,10.0
2026-07-11 14:59:38,BARDUSDT,BUY,0.1335,10.0
2026-07-11 14:59:38,0GUSDT,BUY,0.194,10.0
2026-07-11 14:59:38,HEMIUSDT,BUY,0.00454,10.0
2026-07-11 14:59:38,XPLUSDT,BUY,0.09257,10.0
2026-07-11 14:59:38,MIRAUSDT,BUY,0.0445,10.0
2026-07-11 14:59:38,FFUSDT,BUY,0.05821,10.0
2026-07-11 14:59:38,EDENUSDT,BUY,0.04281,10.0
2026-07-11 14:59:38,NOMUSDT,BUY,0.00157,10.0
2026-07-11 14:59:38,2ZUSDT,BUY,0.07135,10.0
2026-07-11 14:59:38,MORPHOUSDT,BUY,2.22,10.0
2026-07-11 14:59:38,ASTERUSDT,BUY,0.632,10.0
2026-07-11 14:59:38,WALUSDT,BUY,0.032,10.0
2026-07-11 14:59:38,EULUSDT,BUY,1.007,10.0
2026-07-11 14:59:38,ENSOUSDT,BUY,0.7,10.0
2026-07-11 14:59:38,YBUSDT,BUY,0.0783,10.0
2026-07-11 14:59:38,ZBTUSDT,BUY,0.1218,10.0
2026-07-11 14:59:38,TURTLEUSDT,BUY,0.0346,10.0
2026-07-11 14:59:38,GIGGLEUSDT,BUY,26.22,10.0
2026-07-11 14:59:38,FUSDT,BUY,0.00351,10.0
2026-07-11 14:59:38,KITEUSDT,BUY,0.1173,10.0
2026-07-11 14:59:38,MMTUSDT,BUY,0.1916,10.0
2026-07-11 14:59:38,SAPIENUSDT,BUY,0.0772,10.0
2026-07-11 14:59:38,ALLOUSDT,BUY,0.3838,10.0
2026-07-11 14:59:38,BANKUSDT,BUY,0.0433,10.0
2026-07-11 14:59:38,METUSDT,BUY,0.1558,10.0
2026-07-11 14:59:38,ATUSDT,BUY,0.1535,10.0
2026-07-11 14:59:38,KGSTUSDT,BUY,0.011445,10.0
2026-07-11 14:59:38,BREVUSDT,BUY,0.0754,10.0
2026-07-11 14:59:38,币安人生USDT,BUY,0.6808,10.0
2026-07-11 14:59:38,ZKPUSDT,BUY,0.0466,10.0
2026-07-11 14:59:38,UUSDT,BUY,1.0007,10.0
2026-07-11 14:59:38,FRAXUSDT,BUY,0.252,10.0
2026-07-11 14:59:38,FOGOUSDT,BUY,0.00985,10.0
